candidate_id,confidence_score,county_guess,category_guess,source_file,source_path,line_number,matched_terms,review_status,matched_line,context,created_at
candidate_01557,9,Unknown,Air Quality / Odor,August-5-2009.txt,archive/extracted_text/legacy/August-5-2009.txt,192,air quality,needs_human_review,"accordance with Utah DEQ air quality standards, under a valid DEQ permit.  Dust will","Mr. Hyde stated the applicants indicate that the pit and crusher will operate in accordance with Utah DEQ air quality standards, under a valid DEQ permit.  Dust will 4 be controlled using water sprays on the crusher and water trucks, with water hauled",2026-06-11T19:21:59
candidate_01561,9,Unknown,Dust / PM,August-5-2009.txt,archive/extracted_text/legacy/August-5-2009.txt,247,nuisance,needs_human_review,1. Applicant shall control dust and noise so neithe r becomes a nuisance.,"following conditions: 1. Applicant shall control dust and noise so neithe r becomes a nuisance. a. A dust control plan, approved by the TriCounty H ealth Department, shall be implemented throughout the course of the operations.",2026-06-11T19:21:59
candidate_01566,9,Unknown,Air Quality / Odor,August-5-2009.txt,archive/extracted_text/legacy/August-5-2009.txt,441,air quality; truck traffic,needs_human_review,Road. His concerns are for the air quality and increased truck traffic on a small one,"Rick Stott, a Tabiona resident lives at the end of the pavement on the Tabby Swale Road. His concerns are for the air quality and increased truck traffic on a small one lane road.  Mr. Stott proposes the Planning Commission give the applicant a temporary permit for the crusher and not rezone the property, He asked why the applicant is",2026-06-11T19:21:59
candidate_01567,9,Unknown,Air Quality / Odor,August-5-2009.txt,archive/extracted_text/legacy/August-5-2009.txt,529,air quality,needs_human_review,"accordance with Utah DEQ air quality standards, under a valid DEQ permit.  Dust will","Mr. Hyde stated the applicants indicate that the pit and crusher will operate in accordance with Utah DEQ air quality standards, under a valid DEQ permit.  Dust will be controlled using water sprays on the crusher and water trucks, with water hauled from an approved source.  A detailed dust control plan must be presented to the",2026-06-11T19:21:59
candidate_01570,9,Unknown,Dust / PM,August-5-2009.txt,archive/extracted_text/legacy/August-5-2009.txt,555,nuisance,needs_human_review,1. Applicant shall control dust and noise so neithe r becomes a nuisance.,"property, subject to the following conditions: 1. Applicant shall control dust and noise so neithe r becomes a nuisance. a. A dust control plan, approved by the TriCounty H ealth Department, shall be implemented throughout the course of the operations.",2026-06-11T19:21:59
candidate_01575,9,Unknown,Dust / PM,August-5-2009.txt,archive/extracted_text/legacy/August-5-2009.txt,658,nuisance,needs_human_review,1. Applicant shall control dust and noise so neithe r becomes a nuisance.,"the following conditions: 1. Applicant shall control dust and noise so neithe r becomes a nuisance. c. A dust control plan, approved by the TriCounty H ealth Department, shall be implemented throughout the course of the operations.",2026-06-11T19:21:59
candidate_01590,9,Unknown,Dust / PM,August-6-2008.txt,archive/extracted_text/legacy/August-6-2008.txt,116,nuisance,needs_human_review,1. Applicant shall control dust and noise so neither becom es a nuisance.,"Conditional Use Permit requested by K.W. Robinson Construction, Inc., subj ect to the following conditions: 1. Applicant shall control dust and noise so neither becom es a nuisance. 2. Applicant shall provide a new fire hydrant, across Highway 87 from the business driveway, if required by the Building Official and/or County Fire and Emergency",2026-06-11T19:21:59
candidate_01593,9,Unknown,Dust / PM,August-6-2008.txt,archive/extracted_text/legacy/August-6-2008.txt,226,truck traffic,needs_human_review,Mr. Day stated that if anyone has been in Gates Canyon with the truck traffic there now,companies have tried different ways to suppress the dust and it works temporary but without some type of surfacing on the road the dust is uncontrollable. Mr. Day stated that if anyone has been in Gates Canyon with the truck traffic there now it is not very safe.  That is why this particular site was chosen at the bottom of the canyon to minimize the truck traffic and there is approximately 200 trucks that run in and,2026-06-11T19:21:59
candidate_01595,9,Unknown,Dust / PM,August-6-2008.txt,archive/extracted_text/legacy/August-6-2008.txt,254,nuisance,needs_human_review,1. Applicant shall control dust and noise so neither becomes a nuisance.  The dust,"Conditional Use Permit requested by Ames Construction and Hunt Oil Company, subject to the following conditions: 1. Applicant shall control dust and noise so neither becomes a nuisance.  The dust control plan provided shall be implemented t hroughout the course of the operations.",2026-06-11T19:21:59
candidate_01597,9,Unknown,Air Quality / Odor,August-6-2008.txt,archive/extracted_text/legacy/August-6-2008.txt,394,complaint; complaints,needs_human_review,eliminate odors if the county receives complaints.,"1-9 P & Z 08- 06-08 3. After operations begin, applicants agree to take prom pt action to control and eliminate odors if the county receives complaints. Commissioner Jorgensen seconded the motion and it passed unanimously. D. Request for a Conditional Use Permit by R.N. Industries, to establish a",2026-06-11T19:21:59
candidate_01610,9,Unknown,Dust / PM,August-6-2014.txt,archive/extracted_text/legacy/August-6-2014.txt,161,nuisance,needs_human_review,becomes a nuisance.,1. The Owners and their authorized agent(s) shall c ontrol dust and noise so neither becomes a nuisance. a. A dust control plan approved by the TriCounty He alth Department shall be obtained prior to starting excavation and implemented throughout the course,2026-06-11T19:21:59
candidate_01612,9,Unknown,Dust / PM,August-6-2014.txt,archive/extracted_text/legacy/August-6-2014.txt,241,nuisance,needs_human_review,becomes a nuisance.,1. The Owners and their authorized agent(s) shall c ontrol dust and noise so neither becomes a nuisance. a. A dust control plan approved by the TriCounty He alth Department shall be obtained prior to starting excavation and implemented throughout the course,2026-06-11T19:21:59
candidate_01613,9,Unknown,Dust / PM,August-6-2014.txt,archive/extracted_text/legacy/August-6-2014.txt,307,nuisance,needs_human_review,becomes a nuisance.,1. The Owners and their authorized agent(s) shall c ontrol dust and noise so neither becomes a nuisance. a. A dust control plan approved by the TriCounty He alth Department shall be obtained prior to starting excavation and implemented throughout the course,2026-06-11T19:21:59
candidate_01643,9,Unknown,Dust / PM,December-2-2009.txt,archive/extracted_text/legacy/December-2-2009.txt,147,nuisance,needs_human_review,1. Applicant shall control dust and noise so neithe r becomes a nuisance.,"conditions: 1. Applicant shall control dust and noise so neithe r becomes a nuisance. a. A dust control plan, approved by the TriCounty H ealth Department, shall be submitted to the County and implemented throughout the course of the",2026-06-11T19:21:59
candidate_01656,9,Unknown,Dust / PM,December-3-2008.txt,archive/extracted_text/legacy/December-3-2008.txt,250,nuisance,needs_human_review,1. Applicant shall control dust and noise so neithe r becomes a nuisance.  Rock shall,1. Applicant shall control dust and noise so neithe r becomes a nuisance.  Rock shall be applied to the driving surfaces and access road to minimize dust and minimize the tracking of mud onto the County Road.,2026-06-11T19:21:59
candidate_01665,9,Unknown,Dust / PM,December-3-2008.txt,archive/extracted_text/legacy/December-3-2008.txt,644,nuisance,needs_human_review,1. Applicant shall control dust and noise so neithe r becomes a nuisance.  A dust,"Use Permit requested by R-Rock Sand and Gravel, subject to the following conditions: 1. Applicant shall control dust and noise so neithe r becomes a nuisance.  A dust control plan shall be implemented throughout the c ourse of the operations. 14",2026-06-11T19:21:59
candidate_01681,9,Unknown,Dust / PM,December-4-2013.txt,archive/extracted_text/legacy/December-4-2013.txt,195,nuisance,needs_human_review,becomes a nuisance.,5 1. Owners or their authorized agent(s) shall contro l dust and noise so neither becomes a nuisance. a. The dust control plan approved by the TriCounty Health Department shall be implemented throughout the course of the operati ons by the owners or,2026-06-11T19:21:59
candidate_01689,9,Unknown,Dust / PM,December-5-2012.txt,archive/extracted_text/legacy/December-5-2012.txt,103,nuisance,needs_human_review,a nuisance.,1. Owners or their authorized agent(s) shall control dust and noise so neither becomes a nuisance. a. A dust control plan approved by the TriCounty He alth Department and Utah DEQ shall be implemented throughout the course of t he operations by the,2026-06-11T19:21:59
candidate_01696,9,Unknown,Dust / PM,December-7-2011.txt,archive/extracted_text/legacy/December-7-2011.txt,58,heavy truck; nuisance; truck traffic,needs_human_review,"heavy truck traffic that can be a nuisance for near by dwellings.  In this case, hauling","plan must be provided to the County. The extraction of earth products, haul roads between the mining area and the nearest paved Count y Road can generate dust and heavy truck traffic that can be a nuisance for near by dwellings.  In this case, hauling would occur on a new shale road between the Strawberry River Road and the pit location. Dust control efforts will be needed at th e mining site and along this access",2026-06-11T19:21:59
